PA13110405170,2,2016/04/08,,2016/04/08,2016/08/17
PA13051602721,2,2016/05/10,,2016/05/10,2016/08/17
PA13103005089,2,2016/08/02,,2016/08/02,2016/08/17
PA15070102911,2,2016/08/13,,2016/08/13,2016/08/17
PA16012600166,1,,185220,2016/08/15,2016/08/17
PA14110503344,1,,59870,2016/08/15,2016/08/17
PA13091604655,1,,50339,2016/05/27,2016/08/17
PA14030800642,1,,150770,2016/07/01,2016/08/17
PA14010300031,1,,29574,2016/08/15,2016/08/17
PA13090404566,1,,2262819,2016/08/01,2016/08/17
PA15081803329,1,,112170,2016/08/12,2016/08/17
PA16041601603,1,,190125,2016/08/15,2016/08/17
PA15082803438,1,,21250,2016/08/15,2016/08/17
PA16031100640,1,,158701,2016/08/15,2016/08/17
PA16070102736,1,,830000,,2016/08/17
PA16072402901,1,,155550,,2016/08/17
