PA14010900164,1,2017-02-15 00:00:00,139530.63,2016/08/12,2016/10/31
PA14022700472,1,2018-03-15 00:00:00,656862.91,2015/03/30,2016/10/31
PA15102704048,1,2017-05-15 00:00:00,189000,2016/08/15,2016/10/31
PA15040201221,1,2016-10-15 00:00:00,40559.9,2016/08/19,2016/10/31
PA15040101162,1,2016-03-15 00:00:00,183000,,2016/10/31
PA15032600923,1,2017-10-15 00:00:00,108650,2016/08/01,2016/10/31
PA15013000350,1,2017-02-15 00:00:00,735000,,2016/10/31
PA16020200255,1,2016-05-28 00:00:00,0,2016/03/31,2016/10/31
PA15071403027,1,2016-07-15 00:00:00,0,2016/08/01,2016/10/31
PA15040201191,1,2017-04-15 00:00:00,69752.27,2016/08/15,2016/10/31
PA15122104754,1,2016-06-15 00:00:00,317500,,2016/10/31
PA15051202153,1,2016-04-15 00:00:00,57011.36,2015/10/28,2016/10/31
PA14061402465,1,2016-07-15 00:00:00,42486.62,2016/04/11,2016/10/31
PA14050801986,1,2017-05-15 00:00:00,75557.55,2016/08/15,2016/10/31
PA14033001060,1,2016-04-15 00:00:00,29059,2016/02/25,2016/10/31
PA16062202595,1,2019-07-15 00:00:00,1265833,2016/08/15,2016/10/31
PA12101804446,1,2016-05-15 00:00:00,0,2016/06/24,2016/10/31
PA16042701804,1,2017-04-15 00:00:00,148519.05,2016/08/23,2016/10/31
PA14061002401,1,2016-04-15 00:00:00,28125,2016/02/25,2016/10/31
PA15052902468,1,2017-07-15 00:00:00,170420.88,2016/08/19,2016/10/31
PA14060302336,1,2017-01-15 00:00:00,88325,2016/08/15,2016/10/31
PA16050801960,1,2016-10-15 00:00:00,100800,,2016/10/31
PA15080303202,1,2016-07-15 00:00:00,102080,2015/12/28,2016/10/31
PA15041801646,1,2017-01-15 00:00:00,67483.15,2016/08/15,2016/10/31
PA15042101700,1,2017-05-15 00:00:00,126000,2016/08/15,2016/10/31
PA15032600951,1,2019-05-15 00:00:00,496405.39,2016/08/16,2016/10/31
PA15111104282,1,2016-12-15 00:00:00,24400,2016/08/18,2016/10/31
PA15052802429,1,2015-08-15 00:00:00,0,2016/08/17,2016/10/31
PA15040801341,1,2017-04-15 00:00:00,78501.23,2016/08/15,2016/10/31
PA15102804090,1,2016-11-15 00:00:00,42746.35,2016/08/15,2016/10/31
PA15052602396,1,2015-10-15 00:00:00,0,2016/08/17,2016/10/31
PA14092803117,1,2016-10-15 00:00:00,30000,2016/05/16,2016/10/31
PA16050301914,1,2018-05-15 00:00:00,201600,2016/08/15,2016/10/31
PA15092903798,1,2017-04-15 00:00:00,86800,2016/08/15,2016/10/31
PA11122306076,1,2015-04-15 00:00:00,0,2015/11/24,2016/10/31
PA13050802478,1,2015-12-15 00:00:00,0,2015/09/30,2016/10/31
PA12072203604,1,2016-08-15 00:00:00,280501.93,2016/06/16,2016/10/31
PA16022400305,1,2018-03-15 00:00:00,237500,2016/08/15,2016/10/31
PA11051201853,1,2014-06-15 00:00:00,0,2014/08/19,2016/10/31
PA15031100684,1,2016-09-15 00:00:00,8173.63,2016/08/15,2016/10/31
PA14012100255,1,2016-02-15 00:00:00,94875,2015/12/16,2016/10/31
PA13122105845,1,2015-07-15 00:00:00,0,2016/02/19,2016/10/31
PA15041001416,1,2015-09-15 00:00:00,164114.99,2015/04/30,2016/10/31
PA14092503104,1,2016-11-15 00:00:00,55630.65,2016/07/22,2016/10/31
PA16011600099,1,2017-08-15 00:00:00,317330,2016/08/18,2016/10/31
PA16022500327,1,2016-08-15 00:00:00,32800,2016/07/26,2016/10/31
PA16012500149,1,2017-01-15 00:00:00,3223610.69,2016/08/18,2016/10/31
PA13112005386,1,2016-12-15 00:00:00,42450.41,2016/08/08,2016/10/31
PA15062402805,1,2017-08-15 00:00:00,133987.63,2016/08/15,2016/10/31
PA16031700739,1,2016-09-15 00:00:00,453466,2016/05/03,2016/10/31
PA14050601957,1,2016-11-15 00:00:00,43500,2016/08/15,2016/10/31
PA14111403399,1,2016-12-15 00:00:00,86193.78,2016/05/16,2016/10/31
PA13122605943,1,2016-07-15 00:00:00,16138.67,2016/07/15,2016/10/31
PA15062202779,1,2016-12-15 00:00:00,71248.47,2016/07/15,2016/10/31
PA14102803282,1,2017-11-15 00:00:00,327860.09,2016/08/01,2016/10/31
PA13122305878,1,2017-02-15 00:00:00,141174.99,2016/08/15,2016/10/31
PA14091903071,1,2016-10-15 00:00:00,42929.49,2016/08/15,2016/10/31
PA13051402665,1,2016-06-15 00:00:00,138970,2016/06/15,2016/10/31
PA15060402590,1,2017-06-15 00:00:00,235000,2016/06/15,2016/10/31
PA16060902465,1,2017-12-15 00:00:00,213600,2016/08/15,2016/10/31
PA15060102526,1,2015-11-15 00:00:00,0,2016/08/17,2016/10/31
PA15110304184,1,2016-04-15 00:00:00,0,2016/04/28,2016/10/31
PA16012600167,1,2018-02-15 00:00:00,219372,2016/08/15,2016/10/31
PA12121304985,1,2016-01-15 00:00:00,146260.13,2016/05/03,2016/10/31
PA16012800218,1,2017-08-15 00:00:00,120000,2016/08/15,2016/10/31
PA16052102081,1,2019-06-15 00:00:00,544000,2016/08/15,2016/10/31
PA15050702052,1,2017-06-15 00:00:00,238064.08,2016/01/28,2016/10/31
PA13102905062,1,2016-11-15 00:00:00,329322,2015/07/14,2016/10/31
PA14010500060,1,2017-01-15 00:00:00,151911.78,2016/06/27,2016/10/31
PA13071603978,1,2015-08-15 00:00:00,49360.63,2015/03/18,2016/10/31
PA14082102934,1,2016-09-15 00:00:00,11212.58,2016/08/15,2016/10/31
PA15122704839,1,2019-01-15 00:00:00,209439,2016/08/15,2016/10/31
PA15110704257,1,2017-12-15 00:00:00,528435,2016/05/23,2016/10/31
PA14081702909,1,2016-09-15 00:00:00,12487,2016/08/15,2016/10/31
PA15072303071,1,2018-08-15 00:00:00,218633.4,2016/08/15,2016/10/31
PA13051502675,1,2016-05-15 00:00:00,0,2016/06/02,2016/10/31
PA13122605947,1,2016-07-15 00:00:00,0,2016/02/19,2016/10/31
PA11101304651,1,2013-04-15 00:00:00,0,2013/01/24,2016/10/31
PA15111304316,1,2017-12-15 00:00:00,843498.44,2016/07/15,2016/10/31
PA16071502846,1,2018-08-15 00:00:00,222600,,2016/10/31
PA15070102910,1,2015-12-15 00:00:00,0,2016/08/17,2016/10/31
PA15092803786,1,2016-02-15 00:00:00,0,2016/02/29,2016/10/31
PA16032801094,1,2018-04-15 00:00:00,239294,2016/08/25,2016/10/31
PA13061903494,1,2016-07-15 00:00:00,0,2016/05/31,2016/10/31
PA15020500427,1,2017-02-15 00:00:00,63440.47,2016/08/15,2016/10/31
PA15072503094,1,2017-08-15 00:00:00,101244,2016/08/15,2016/10/31
PA15070202930,1,2016-06-15 00:00:00,0,2016/06/15,2016/10/31
PA15101603939,1,2016-11-15 00:00:00,54422,2016/08/15,2016/10/31
PA16062702658,1,2017-07-15 00:00:00,187916,2016/08/15,2016/10/31
PA16062802713,1,2017-07-15 00:00:00,385000,2016/08/15,2016/10/31
PA12051302611,1,2015-05-15 00:00:00,0,2015/11/25,2016/10/31
PA11110705335,1,2015-02-15 00:00:00,0,2015/09/30,2016/10/31
PA14060502347,1,2016-12-15 00:00:00,85000,2016/08/15,2016/10/31
PA16010600026,1,2018-02-15 00:00:00,168460.98,2016/08/18,2016/10/31
PA15013000349,1,2015-11-15 00:00:00,0,2016/08/17,2016/10/31
PA14101803214,1,2017-11-15 00:00:00,296369.44,2015/07/17,2016/10/31
PA14060302340,1,2016-06-15 00:00:00,1166879.32,2016/08/08,2016/10/31
PA15101303891,1,2017-10-15 00:00:00,197400,2016/08/15,2016/10/31
PA15070702969,1,2017-07-15 00:00:00,78375,2016/08/15,2016/10/31
PA12111604743,1,2016-01-15 00:00:00,425819.71,2016/08/01,2016/10/31
PA16022600337,1,2018-03-15 00:00:00,436684,2016/08/15,2016/10/31
PA15120404574,1,2016-12-15 00:00:00,80000,2016/08/15,2016/10/31
PA14090102994,1,2017-10-15 00:00:00,382946.74,2016/05/10,2016/10/31
PA16010400010,1,2017-01-15 00:00:00,74375,2016/08/15,2016/10/31
PA15080303206,1,2016-07-15 00:00:00,583330,2015/12/28,2016/10/31
PA15031000674,1,2017-03-15 00:00:00,53011,2016/08/15,2016/10/31
PA14120603505,1,2018-01-15 00:00:00,200719.28,2016/08/15,2016/10/31
PA15080503239,1,2017-08-15 00:00:00,118500,2016/08/15,2016/10/31
PA15103004147,1,2018-05-15 00:00:00,150000,2016/06/15,2016/10/31
PA16022500308,1,2017-01-15 00:00:00,87300,2016/08/01,2016/10/31
PA13120505598,1,2016-12-15 00:00:00,46412.56,2016/08/15,2016/10/31
PA16051902049,1,2017-12-15 00:00:00,256000,,2016/10/31
PA15091503660,1,2017-03-15 00:00:00,96905,2016/08/15,2016/10/31
PA15081703314,1,2016-09-15 00:00:00,114547.29,2016/03/09,2016/10/31
PA16032500909,1,2017-08-15 00:00:00,109740.35,2016/08/15,2016/10/31
PA16010700035,1,2018-01-15 00:00:00,148750,2016/08/15,2016/10/31
PA15060902662,1,2015-11-15 00:00:00,119000,,2016/10/31
PA13072404101,1,2016-08-15 00:00:00,148565.41,2016/06/24,2016/10/31
